Species: 1: 1. Tains Ants;  
Nations: 2: 1. First Nation;  2. Second Nation;  
Bases:   2: 1. Base, 500, 500;  2. Base, 510, 510;  
Tains Ants, First Nation, 41: 767, 767, 224
Tains Ants, First Nation, 42: 233, 322, 52
Tains Ants, First Nation, 43: 767, 678, 240
Tains Ants, First Nation, 44: 144, 411, 68
Tains Ants, First Nation, 45: 856, 589, 256
Tains Ants, First Nation, 46: 144, 500, 84
Tains Ants, First Nation, 47: 856, 500, 272
Tains Ants, First Nation, 48: 144, 589, 100
Tains Ants, First Nation, 49: 856, 411, 288
Tains Ants, First Nation, 50: 144, 678, 117
Tains Ants, Second Nation, 51: 777, 332, 305
Tains Ants, Second Nation, 52: 243, 777, 133
Tains Ants, Second Nation, 53: 777, 243, 321
Tains Ants, Second Nation, 54: 332, 777, 149
Tains Ants, Second Nation, 55: 688, 154, 337
Tains Ants, Second Nation, 56: 421, 866, 165
Tains Ants, Second Nation, 57: 510, 154, 353
Tains Ants, Second Nation, 58: 510, 866, 181
Tains Ants, Second Nation, 59: 421, 154, 9
Tains Ants, Second Nation, 60: 599, 866, 197
Tains Ants, Second Nation, 61: 332, 154, 25
Tains Ants, Second Nation, 62: 688, 777, 213
Tains Ants, Second Nation, 63: 243, 243, 41
Tains Ants, Second Nation, 64: 777, 777, 230
Tains Ants, Second Nation, 65: 243, 332, 58
Tains Ants, Second Nation, 66: 866, 688, 246
Tains Ants, Second Nation, 67: 154, 421, 74
Tains Ants, Second Nation, 68: 866, 599, 262
Tains Ants, Second Nation, 69: 154, 510, 90
Tains Ants, Second Nation, 70: 866, 421, 278
Tains Ants, Second Nation, 71: 154, 599, 106
Tains Ants, Second Nation, 72: 866, 332, 294
Tains Ants, Second Nation, 73: 243, 688, 122
Tains Ants, Second Nation, 74: 777, 243, 310
Tains Ants, Second Nation, 75: 243, 777, 138
Tains Ants, Second Nation, 76: 688, 243, 326
Tains Ants, Second Nation, 77: 332, 866, 155
Tains Ants, Second Nation, 78: 599, 154, 343
Tains Ants, Second Nation, 79: 421, 866, 171
Tains Ants, Second Nation, 80: 510, 154, 359
Tains Ants, Second Nation, 81: 510, 866, 187
Tains Ants, Second Nation, 82: 421, 154, 15
Tains Ants, Second Nation, 83: 688, 866, 203
Tains Ants, Second Nation, 84: 332, 243, 31
Tains Ants, Second Nation, 85: 777, 777, 219
Tains Ants, Second Nation, 86: 243, 243, 47
Tains Ants, Second Nation, 87: 777, 688, 235
Tains Ants, Second Nation, 88: 154, 332, 63
Tains Ants, Second Nation, 89: 866, 599, 251
Tains Ants, Second Nation, 90: 154, 421, 79
Tains Ants, Second Nation, 91: 866, 510, 268
Tains Ants, Second Nation, 92: 154, 510, 96
Tains Ants, Second Nation, 93: 866, 421, 284
Tains Ants, Second Nation, 94: 154, 599, 112
Tains Ants, Second Nation, 95: 777, 332, 300
Tains Ants, Second Nation, 96: 243, 688, 128
Tains Ants, Second Nation, 97: 777, 243, 316
Tains Ants, Second Nation, 98: 332, 777, 144
Tains Ants, Second Nation, 99: 688, 154, 332
Tains Ants, Second Nation, 100: 421, 866, 160
*********************
 Round, 90:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 860, 590, 261
Tains Ants, First Nation, 2: 140, 500, 89
Tains Ants, First Nation, 3: 860, 500, 277
Tains Ants, First Nation, 4: 140, 590, 105
Tains Ants, First Nation, 5: 860, 320, 293
Tains Ants, First Nation, 6: 230, 680, 121
Tains Ants, First Nation, 7: 770, 230, 309
Tains Ants, First Nation, 8: 230, 770, 137
Tains Ants, First Nation, 9: 680, 230, 326
Tains Ants, First Nation, 10: 320, 860, 154
Tains Ants, First Nation, 11: 590, 140, 342
Tains Ants, First Nation, 12: 410, 860, 170
Tains Ants, First Nation, 13: 500, 140, 358
Tains Ants, First Nation, 14: 500, 860, 186
Tains Ants, First Nation, 15: 410, 140, 14
Tains Ants, First Nation, 16: 590, 860, 202
Tains Ants, First Nation, 17: 320, 230, 30
Tains Ants, First Nation, 18: 680, 770, 218
Tains Ants, First Nation, 19: 230, 230, 46
Tains Ants, First Nation, 20: 770, 680, 234
Tains Ants, First Nation, 21: 140, 320, 62
Tains Ants, First Nation, 22: 860, 590, 250
Tains Ants, First Nation, 23: 140, 410, 79
Tains Ants, First Nation, 24: 860, 500, 267
Tains Ants, First Nation, 25: 140, 500, 95
Tains Ants, First Nation, 26: 860, 410, 283
Tains Ants, First Nation, 27: 140, 590, 111
Tains Ants, First Nation, 28: 770, 320, 299
Tains Ants, First Nation, 29: 230, 680, 127
Tains Ants, First Nation, 30: 770, 230, 315
Tains Ants, First Nation, 31: 320, 770, 143
Tains Ants, First Nation, 32: 680, 230, 331
Tains Ants, First Nation, 33: 410, 860, 159
Tains Ants, First Nation, 34: 590, 140, 347
Tains Ants, First Nation, 35: 500, 860, 175
Tains Ants, First Nation, 36: 500, 140, 4
Tains Ants, First Nation, 37: 590, 860, 192
Tains Ants, First Nation, 38: 410, 140, 20
Tains Ants, First Nation, 39: 680, 860, 208
Tains Ants, First Nation, 40: 320, 230, 36
Tains Ants, First Nation, 41: 770, 770, 224
Tains Ants, First Nation, 42: 230, 320, 52
Tains Ants, First Nation, 43: 770, 680, 240
Tains Ants, First Nation, 44: 140, 410, 68
Tains Ants, First Nation, 45: 860, 590, 256
Tains Ants, First Nation, 46: 140, 500, 84
Tains Ants, First Nation, 47: 860, 500, 272
Tains Ants, First Nation, 48: 140, 590, 100
Tains Ants, First Nation, 49: 860, 410, 288
Tains Ants, First Nation, 50: 140, 680, 117
Tains Ants, Second Nation, 51: 780, 330, 305
Tains Ants, Second Nation, 52: 240, 780, 133
Tains Ants, Second Nation, 53: 780, 240, 321
Tains Ants, Second Nation, 54: 330, 780, 149
Tains Ants, Second Nation, 55: 690, 150, 337
Tains Ants, Second Nation, 56: 420, 870, 165
Tains Ants, Second Nation, 57: 510, 150, 353
Tains Ants, Second Nation, 58: 510, 870, 181
Tains Ants, Second Nation, 59: 420, 150, 9
Tains Ants, Second Nation, 60: 600, 870, 197
Tains Ants, Second Nation, 61: 330, 150, 25
Tains Ants, Second Nation, 62: 690, 780, 213
Tains Ants, Second Nation, 63: 240, 240, 41
Tains Ants, Second Nation, 64: 780, 780, 230
Tains Ants, Second Nation, 65: 240, 330, 58
Tains Ants, Second Nation, 66: 870, 690, 246
Tains Ants, Second Nation, 67: 150, 420, 74
Tains Ants, Second Nation, 68: 870, 600, 262
Tains Ants, Second Nation, 69: 150, 510, 90
Tains Ants, Second Nation, 70: 870, 420, 278
Tains Ants, Second Nation, 71: 150, 600, 106
Tains Ants, Second Nation, 72: 870, 330, 294
Tains Ants, Second Nation, 73: 240, 690, 122
Tains Ants, Second Nation, 74: 780, 240, 310
Tains Ants, Second Nation, 75: 240, 780, 138
Tains Ants, Second Nation, 76: 690, 240, 326
Tains Ants, Second Nation, 77: 330, 870, 155
Tains Ants, Second Nation, 78: 600, 150, 343
Tains Ants, Second Nation, 79: 420, 870, 171
Tains Ants, Second Nation, 80: 510, 150, 359
Tains Ants, Second Nation, 81: 510, 870, 187
Tains Ants, Second Nation, 82: 420, 150, 15
Tains Ants, Second Nation, 83: 690, 870, 203
Tains Ants, Second Nation, 84: 330, 240, 31
Tains Ants, Second Nation, 85: 780, 780, 219
Tains Ants, Second Nation, 86: 240, 240, 47
Tains Ants, Second Nation, 87: 780, 690, 235
Tains Ants, Second Nation, 88: 150, 330, 63
Tains Ants, Second Nation, 89: 870, 600, 251
Tains Ants, Second Nation, 90: 150, 420, 79
Tains Ants, Second Nation, 91: 870, 510, 268
Tains Ants, Second Nation, 92: 150, 510, 96
Tains Ants, Second Nation, 93: 870, 420, 284
Tains Ants, Second Nation, 94: 150, 600, 112
Tains Ants, Second Nation, 95: 780, 330, 300
Tains Ants, Second Nation, 96: 240, 690, 128
Tains Ants, Second Nation, 97: 780, 240, 316
Tains Ants, Second Nation, 98: 330, 780, 144
Tains Ants, Second Nation, 99: 690, 150, 332
Tains Ants, Second Nation, 100: 420, 870, 160
*********************
 Round, 91:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 864, 591, 261
Tains Ants, First Nation, 2: 136, 500, 89
Tains Ants, First Nation, 3: 864, 500, 277
Tains Ants, First Nation, 4: 136, 591, 105
Tains Ants, First Nation, 5: 864, 318, 293
Tains Ants, First Nation, 6: 227, 682, 121
Tains Ants, First Nation, 7: 773, 227, 309
Tains Ants, First Nation, 8: 227, 773, 137
Tains Ants, First Nation, 9: 682, 227, 326
Tains Ants, First Nation, 10: 318, 864, 154
Tains Ants, First Nation, 11: 591, 136, 342
Tains Ants, First Nation, 12: 409, 864, 170
Tains Ants, First Nation, 13: 500, 136, 358
Tains Ants, First Nation, 14: 500, 864, 186
Tains Ants, First Nation, 15: 409, 136, 14
Tains Ants, First Nation, 16: 591, 864, 202
Tains Ants, First Nation, 17: 318, 227, 30
Tains Ants, First Nation, 18: 682, 773, 218
Tains Ants, First Nation, 19: 227, 227, 46
Tains Ants, First Nation, 20: 773, 682, 234
Tains Ants, First Nation, 21: 136, 318, 62
Tains Ants, First Nation, 22: 864, 591, 250
Tains Ants, First Nation, 23: 136, 409, 79
Tains Ants, First Nation, 24: 864, 500, 267
Tains Ants, First Nation, 25: 136, 500, 95
Tains Ants, First Nation, 26: 864, 409, 283
Tains Ants, First Nation, 27: 136, 591, 111
Tains Ants, First Nation, 28: 773, 318, 299
Tains Ants, First Nation, 29: 227, 682, 127
Tains Ants, First Nation, 30: 773, 227, 315
Tains Ants, First Nation, 31: 318, 773, 143
Tains Ants, First Nation, 32: 682, 227, 331
Tains Ants, First Nation, 33: 409, 864, 159
Tains Ants, First Nation, 34: 591, 136, 347
Tains Ants, First Nation, 35: 500, 864, 175
Tains Ants, First Nation, 36: 500, 136, 4
Tains Ants, First Nation, 37: 591, 864, 192
Tains Ants, First Nation, 38: 409, 136, 20
Tains Ants, First Nation, 39: 682, 864, 208
Tains Ants, First Nation, 40: 318, 227, 36
Tains Ants, First Nation, 41: 773, 773, 224
Tains Ants, First Nation, 42: 227, 318, 52
Tains Ants, First Nation, 43: 773, 682, 240
Tains Ants, First Nation, 44: 136, 409, 68
Tains Ants, First Nation, 45: 864, 591, 256
Tains Ants, First Nation, 46: 136, 500, 84
Tains Ants, First Nation, 47: 864, 500, 272
Tains Ants, First Nation, 48: 136, 591, 100
Tains Ants, First Nation, 49: 864, 409, 288
Tains Ants, First Nation, 50: 136, 682, 117
Tains Ants, Second Nation, 51: 783, 328, 305
Tains Ants, Second Nation, 52: 237, 783, 133
Tains Ants, Second Nation, 53: 783, 237, 321
Tains Ants, Second Nation, 54: 328, 783, 149
Tains Ants, Second Nation, 55: 692, 146, 337
Tains Ants, Second Nation, 56: 419, 874, 165
Tains Ants, Second Nation, 57: 510, 146, 353
Tains Ants, Second Nation, 58: 510, 874, 181
Tains Ants, Second Nation, 59: 419, 146, 9
Tains Ants, Second Nation, 60: 601, 874, 197
Tains Ants, Second Nation, 61: 328, 146, 25
Tains Ants, Second Nation, 62: 692, 783, 213
Tains Ants, Second Nation, 63: 237, 237, 41
Tains Ants, Second Nation, 64: 783, 783, 230
Tains Ants, Second Nation, 65: 237, 328, 58
Tains Ants, Second Nation, 66: 874, 692, 246
Tains Ants, Second Nation, 67: 146, 419, 74
Tains Ants, Second Nation, 68: 874, 601, 262
Tains Ants, Second Nation, 69: 146, 510, 90
Tains Ants, Second Nation, 70: 874, 419, 278
Tains Ants, Second Nation, 71: 146, 601, 106
Tains Ants, Second Nation, 72: 874, 328, 294
Tains Ants, Second Nation, 73: 237, 692, 122
Tains Ants, Second Nation, 74: 783, 237, 310
Tains Ants, Second Nation, 75: 237, 783, 138
Tains Ants, Second Nation, 76: 692, 237, 326
Tains Ants, Second Nation, 77: 328, 874, 155
Tains Ants, Second Nation, 78: 601, 146, 343
Tains Ants, Second Nation, 79: 419, 874, 171
Tains Ants, Second Nation, 80: 510, 146, 359
Tains Ants, Second Nation, 81: 510, 874, 187
Tains Ants, Second Nation, 82: 419, 146, 15
Tains Ants, Second Nation, 83: 692, 874, 203
Tains Ants, Second Nation, 84: 328, 237, 31
Tains Ants, Second Nation, 85: 783, 783, 219
Tains Ants, Second Nation, 86: 237, 237, 47
Tains Ants, Second Nation, 87: 783, 692, 235
Tains Ants, Second Nation, 88: 146, 328, 63
Tains Ants, Second Nation, 89: 874, 601, 251
Tains Ants, Second Nation, 90: 146, 419, 79
Tains Ants, Second Nation, 91: 874, 510, 268
Tains Ants, Second Nation, 92: 146, 510, 96
Tains Ants, Second Nation, 93: 874, 419, 284
Tains Ants, Second Nation, 94: 146, 601, 112
Tains Ants, Second Nation, 95: 783, 328, 300
Tains Ants, Second Nation, 96: 237, 692, 128
Tains Ants, Second Nation, 97: 783, 237, 316
Tains Ants, Second Nation, 98: 328, 783, 144
Tains Ants, Second Nation, 99: 692, 146, 332
Tains Ants, Second Nation, 100: 419, 874, 160
*********************
 Round, 92:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 868, 592, 261
Tains Ants, First Nation, 2: 132, 500, 89
Tains Ants, First Nation, 3: 868, 500, 277
Tains Ants, First Nation, 4: 132, 592, 105
Tains Ants, First Nation, 5: 868, 316, 293
Tains Ants, First Nation, 6: 224, 684, 121
Tains Ants, First Nation, 7: 776, 224, 309
Tains Ants, First Nation, 8: 224, 776, 137
Tains Ants, First Nation, 9: 684, 224, 326
Tains Ants, First Nation, 10: 316, 868, 154
Tains Ants, First Nation, 11: 592, 132, 342
Tains Ants, First Nation, 12: 408, 868, 170
Tains Ants, First Nation, 13: 500, 132, 358
Tains Ants, First Nation, 14: 500, 868, 186
Tains Ants, First Nation, 15: 408, 132, 14
Tains Ants, First Nation, 16: 592, 868, 202
Tains Ants, First Nation, 17: 316, 224, 30
Tains Ants, First Nation, 18: 684, 776, 218
Tains Ants, First Nation, 19: 224, 224, 46
Tains Ants, First Nation, 20: 776, 684, 234
Tains Ants, First Nation, 21: 132, 316, 62
Tains Ants, First Nation, 22: 868, 592, 250
Tains Ants, First Nation, 23: 132, 408, 79
Tains Ants, First Nation, 24: 868, 500, 267
Tains Ants, First Nation, 25: 132, 500, 95
Tains Ants, First Nation, 26: 868, 408, 283
Tains Ants, First Nation, 27: 132, 592, 111
Tains Ants, First Nation, 28: 776, 316, 299
Tains Ants, First Nation, 29: 224, 684, 127
Tains Ants, First Nation, 30: 776, 224, 315
Tains Ants, First Nation, 31: 316, 776, 143
Tains Ants, First Nation, 32: 684, 224, 331
Tains Ants, First Nation, 33: 408, 868, 159
Tains Ants, First Nation, 34: 592, 132, 347
Tains Ants, First Nation, 35: 500, 868, 175
Tains Ants, First Nation, 36: 500, 132, 4
Tains Ants, First Nation, 37: 592, 868, 192
Tains Ants, First Nation, 38: 408, 132, 20
Tains Ants, First Nation, 39: 684, 868, 208
Tains Ants, First Nation, 40: 316, 224, 36
Tains Ants, First Nation, 41: 776, 776, 224
Tains Ants, First Nation, 42: 224, 316, 52
Tains Ants, First Nation, 43: 776, 684, 240
Tains Ants, First Nation, 44: 132, 408, 68
Tains Ants, First Nation, 45: 868, 592, 256
Tains Ants, First Nation, 46: 132, 500, 84
Tains Ants, First Nation, 47: 868, 500, 272
Tains Ants, First Nation, 48: 132, 592, 100
Tains Ants, First Nation, 49: 868, 408, 288
Tains Ants, First Nation, 50: 132, 684, 117
Tains Ants, Second Nation, 51: 786, 326, 305
Tains Ants, Second Nation, 52: 234, 786, 133
Tains Ants, Second Nation, 53: 786, 234, 321
Tains Ants, Second Nation, 54: 326, 786, 149
Tains Ants, Second Nation, 55: 694, 142, 337
Tains Ants, Second Nation, 56: 418, 878, 165
Tains Ants, Second Nation, 57: 510, 142, 353
Tains Ants, Second Nation, 58: 510, 878, 181
Tains Ants, Second Nation, 59: 418, 142, 9
Tains Ants, Second Nation, 60: 602, 878, 197
Tains Ants, Second Nation, 61: 326, 142, 25
Tains Ants, Second Nation, 62: 694, 786, 213
Tains Ants, Second Nation, 63: 234, 234, 41
Tains Ants, Second Nation, 64: 786, 786, 230
Tains Ants, Second Nation, 65: 234, 326, 58
Tains Ants, Second Nation, 66: 878, 694, 246
Tains Ants, Second Nation, 67: 142, 418, 74
Tains Ants, Second Nation, 68: 878, 602, 262
Tains Ants, Second Nation, 69: 142, 510, 90
Tains Ants, Second Nation, 70: 878, 418, 278
Tains Ants, Second Nation, 71: 142, 602, 106
Tains Ants, Second Nation, 72: 878, 326, 294
Tains Ants, Second Nation, 73: 234, 694, 122
Tains Ants, Second Nation, 74: 786, 234, 310
Tains Ants, Second Nation, 75: 234, 786, 138
Tains Ants, Second Nation, 76: 694, 234, 326
Tains Ants, Second Nation, 77: 326, 878, 155
Tains Ants, Second Nation, 78: 602, 142, 343
Tains Ants, Second Nation, 79: 418, 878, 171
Tains Ants, Second Nation, 80: 510, 142, 359
Tains Ants, Second Nation, 81: 510, 878, 187
Tains Ants, Second Nation, 82: 418, 142, 15
Tains Ants, Second Nation, 83: 694, 878, 203
Tains Ants, Second Nation, 84: 326, 234, 31
Tains Ants, Second Nation, 85: 786, 786, 219
Tains Ants, Second Nation, 86: 234, 234, 47
Tains Ants, Second Nation, 87: 786, 694, 235
Tains Ants, Second Nation, 88: 142, 326, 63
Tains Ants, Second Nation, 89: 878, 602, 251
Tains Ants, Second Nation, 90: 142, 418, 79
Tains Ants, Second Nation, 91: 878, 510, 268
Tains Ants, Second Nation, 92: 142, 510, 96
Tains Ants, Second Nation, 93: 878, 418, 284
Tains Ants, Second Nation, 94: 142, 602, 112
Tains Ants, Second Nation, 95: 786, 326, 300
Tains Ants, Second Nation, 96: 234, 694, 128
Tains Ants, Second Nation, 97: 786, 234, 316
Tains Ants, Second Nation, 98: 326, 786, 144
Tains Ants, Second Nation, 99: 694, 142, 332
Tains Ants, Second Nation, 100: 418, 878, 160
*********************
 Round, 93:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 872, 593, 261
Tains Ants, First Nation, 2: 128, 500, 89
Tains Ants, First Nation, 3: 872, 500, 277
Tains Ants, First Nation, 4: 128, 593, 105
Tains Ants, First Nation, 5: 872, 314, 293
Tains Ants, First Nation, 6: 221, 686, 121
Tains Ants, First Nation, 7: 779, 221, 309
Tains Ants, First Nation, 8: 221, 779, 137
Tains Ants, First Nation, 9: 686, 221, 326
Tains Ants, First Nation, 10: 314, 872, 154
Tains Ants, First Nation, 11: 593, 128, 342
Tains Ants, First Nation, 12: 407, 872, 170
Tains Ants, First Nation, 13: 500, 128, 358
Tains Ants, First Nation, 14: 500, 872, 186
Tains Ants, First Nation, 15: 407, 128, 14
Tains Ants, First Nation, 16: 593, 872, 202
Tains Ants, First Nation, 17: 314, 221, 30
Tains Ants, First Nation, 18: 686, 779, 218
Tains Ants, First Nation, 19: 221, 221, 46
Tains Ants, First Nation, 20: 779, 686, 234
Tains Ants, First Nation, 21: 128, 314, 62
Tains Ants, First Nation, 22: 872, 593, 250
Tains Ants, First Nation, 23: 128, 407, 79
Tains Ants, First Nation, 24: 872, 500, 267
Tains Ants, First Nation, 25: 128, 500, 95
Tains Ants, First Nation, 26: 872, 407, 283
Tains Ants, First Nation, 27: 128, 593, 111
Tains Ants, First Nation, 28: 779, 314, 299
Tains Ants, First Nation, 29: 221, 686, 127
Tains Ants, First Nation, 30: 779, 221, 315
Tains Ants, First Nation, 31: 314, 779, 143
Tains Ants, First Nation, 32: 686, 221, 331
Tains Ants, First Nation, 33: 407, 872, 159
Tains Ants, First Nation, 34: 593, 128, 347
Tains Ants, First Nation, 35: 500, 872, 175
Tains Ants, First Nation, 36: 500, 128, 4
Tains Ants, First Nation, 37: 593, 872, 192
Tains Ants, First Nation, 38: 407, 128, 20
Tains Ants, First Nation, 39: 686, 872, 208
Tains Ants, First Nation, 40: 314, 221, 36
Tains Ants, First Nation, 41: 779, 779, 224
Tains Ants, First Nation, 42: 221, 314, 52
Tains Ants, First Nation, 43: 779, 686, 240
Tains Ants, First Nation, 44: 128, 407, 68
Tains Ants, First Nation, 45: 872, 593, 256
Tains Ants, First Nation, 46: 128, 500, 84
Tains Ants, First Nation, 47: 872, 500, 272
Tains Ants, First Nation, 48: 128, 593, 100
Tains Ants, First Nation, 49: 872, 407, 288
Tains Ants, First Nation, 50: 128, 686, 117
Tains Ants, Second Nation, 51: 789, 324, 305
Tains Ants, Second Nation, 52: 231, 789, 133
Tains Ants, Second Nation, 53: 789, 231, 321
Tains Ants, Second Nation, 54: 324, 789, 149
Tains Ants, Second Nation, 55: 696, 138, 337
Tains Ants, Second Nation, 56: 417, 882, 165
Tains Ants, Second Nation, 57: 510, 138, 353
Tains Ants, Second Nation, 58: 510, 882, 181
Tains Ants, Second Nation, 59: 417, 138, 9
Tains Ants, Second Nation, 60: 603, 882, 197
Tains Ants, Second Nation, 61: 324, 138, 25
Tains Ants, Second Nation, 62: 696, 789, 213
Tains Ants, Second Nation, 63: 231, 231, 41
Tains Ants, Second Nation, 64: 789, 789, 230
Tains Ants, Second Nation, 65: 231, 324, 58
Tains Ants, Second Nation, 66: 882, 696, 246
Tains Ants, Second Nation, 67: 138, 417, 74
Tains Ants, Second Nation, 68: 882, 603, 262
Tains Ants, Second Nation, 69: 138, 510, 90
Tains Ants, Second Nation, 70: 882, 417, 278
Tains Ants, Second Nation, 71: 138, 603, 106
Tains Ants, Second Nation, 72: 882, 324, 294
Tains Ants, Second Nation, 73: 231, 696, 122
Tains Ants, Second Nation, 74: 789, 231, 310
Tains Ants, Second Nation, 75: 231, 789, 138
Tains Ants, Second Nation, 76: 696, 231, 326
Tains Ants, Second Nation, 77: 324, 882, 155
Tains Ants, Second Nation, 78: 603, 138, 343
Tains Ants, Second Nation, 79: 417, 882, 171
Tains Ants, Second Nation, 80: 510, 138, 359
Tains Ants, Second Nation, 81: 510, 882, 187
Tains Ants, Second Nation, 82: 417, 138, 15
Tains Ants, Second Nation, 83: 696, 882, 203
Tains Ants, Second Nation, 84: 324, 231, 31
